11.53128707,45.37630018
19.87686773,10.49326897
38.50146467,63.44283746
51.32219304,27.12313386
70.90861228,19.6435195
15.07436422,93.35055194
7.960730209,2.546131254
95.64680539,26.09621943
22.29203919,19.30491012
10.40429604,98.89333228
94.17144691,38.07869454
14.67206094,85.05976051
76.68958561,88.51827075
10.70196557,18.30455403
0.392190283,17.97014518
0.018681143,78.33767638
29.38184479,47.02881086
86.00293926,50.38750025
31.81160527,74.50865036
80.27461229,39.53991391
66.92256003,28.5262921
52.7640434,7.934765968
35.59163381,74.11541657
6.913487286,30.57122194
11.19394898,93.71366339
15.04018774,17.8618398
49.89516455,38.43161546
60.64799437,62.94040021
81.74831424,38.53684247
16.67826573,99.00450551
48.50974942,76.9590576
92.68945265,21.23257201
80.07079243,10.0217347
20.4114048,36.64519577
24.59886979,32.60056265
24.3536241,76.84435267
19.01334907,26.91574571
86.54411397,82.59288527
7.450938677,8.74655173
69.01911086,71.95171693
96.58143866,24.79513901
40.86493046,99.04008653
4.798577974,86.21527048
65.5794978,3.372221846
32.68188817,68.1254597
73.53918513,3.887524671
8.257482553,63.66771688
24.37595176,65.78662163
40.35347087,37.22279131
29.42861958,41.07785496
27.66428874,75.22131942
2.239157025,36.76464004
4.822917525,97.61857863
48.55767828,25.30372543
27.12295138,17.73653944
40.30704705,24.99069452
58.02809264,94.55626965
49.41691111,71.31966235
12.44848659,79.26379848
12.78430812,15.33882765
94.31031678,17.53043217
14.06636578,89.20248925
42.18676012,55.61761552
13.49368926,4.958424164
42.70559961,65.01383236
75.61234597,22.92797891
32.61118995,77.99152495
31.45642685,58.2433637
40.95012243,68.25145097
90.02482708,93.90810459
63.34441808,89.34543986
47.65689276,47.31490535
24.95822067,79.08066867
6.439846419,85.99381854
95.88396201,43.98028389
34.56696914,86.65512866
48.11452176,39.63202173
26.10336156,2.633831844
90.75884592,95.61187445
72.44236471,38.1083078
19.59106029,39.89016718
21.62056543,63.0171956
61.28948469,95.27271888
37.30086796,78.95561622
46.17331784,95.06168766
32.15060103,88.81673551
91.71931352,18.72277557
62.67256508,29.19059751
35.3744346,14.4692163
25.2128234,47.72586103
60.60254233,20.09271907
97.08782218,43.40348137
81.55736342,78.96199287
42.46474391,96.52531394
18.55802221,31.76279421
61.21300178,88.86995635
29.21784693,15.70175441
35.80830292,93.57360455
19.93213588,39.71635983
87.21301908,94.36752471
